출발기관,도착기관,편도거리_km
서울_본청,경기_연천교육지원청,0.0
서울_본청,경기_포천교육지원청,0.0
서울_본청,경기_가평교육지원청,0.0
서울_본청,경기_양평교육지원청,0.0
서울_본청,경기_여주교육지원청,0.0
서울_본청,경기_동두천양주교육지원청,0.0
서울_본청,경기_구리남양주교육지원청,0.0
서울_본청,경기_부천교육지원청,0.0
서울_본청,경기_광명교육지원청,0.0
서울_본청,강원_본청,0.0
서울_본청,강원_춘천교육지원청,0.0
서울_본청,강원_원주교육지원청,0.0
서울_본청,강원_강릉교육지원청,0.0
서울_본청,강원_속초양양교육지원청,0.0
서울_본청,강원_삼척교육지원청,0.0
서울_본청,강원_홍천교육지원청,0.0
서울_본청,강원_횡성교육지원청,0.0
서울_본청,강원_영월교육지원청,0.0
서울_본청,강원_평창교육지원청,0.0
서울_본청,강원_정선교육지원청,0.0
서울_본청,강원_철원교육지원청,0.0
서울_본청,강원_화천교육지원청,0.0
서울_본청,강원_양구교육지원청,0.0
서울_본청,강원_인제교육지원청,0.0
서울_본청,강원_고성교육지원청,0.0
서울_본청,강원_양양교육지원청,0.0
서울_본청,강원_태백교육지원청,0.0
서울_본청,충북_본청,0.0
서울_본청,충북_청주교육지원청,0.0
서울_본청,충북_충주교육지원청,0.0
서울_본청,충북_제천교육지원청,0.0
서울_본청,충북_보은교육지원청,0.0
서울_본청,충북_옥천교육지원청,0.0
서울_본청,충북_영동교육지원청,0.0
서울_본청,충북_진천교육지원청,0.0
서울_본청,충북_괴산증평교육지원청,0.0
서울_본청,충북_음성교육지원청,0.0
서울_본청,충북_단양교육지원청,0.0
서울_본청,충남_본청,0.0
서울_본청,충남_천안교육지원청,0.0
서울_본청,충남_공주교육지원청,0.0
서울_본청,충남_보령교육지원청,0.0
서울_본청,충남_아산교육지원청,0.0
서울_본청,충남_서산교육지원청,0.0
서울_본청,충남_논산계룡교육지원청,0.0
서울_본청,충남_당진교육지원청,0.0
서울_본청,충남_금산교육지원청,0.0
서울_본청,충남_부여교육지원청,0.0
서울_본청,충남_서천교육지원청,0.0
서울_본청,충남_청양교육지원청,0.0
서울_본청,충남_홍성교육지원청,0.0
서울_본청,충남_예산교육지원청,0.0
서울_본청,충남_태안교육지원청,0.0
서울_본청,전북_본청,0.0
서울_본청,전북_전주교육지원청,0.0
서울_본청,전북_군산교육지원청,0.0
서울_본청,전북_익산교육지원청,0.0
서울_본청,전북_정읍교육지원청,0.0
서울_본청,전북_남원교육지원청,0.0
서울_본청,전북_김제교육지원청,0.0
서울_본청,전북_완주교육지원청,0.0
서울_본청,전북_진안교육지원청,0.0
서울_본청,전북_무주교육지원청,0.0
서울_본청,전북_장수교육지원청,0.0
서울_본청,전북_임실교육지원청,0.0
서울_본청,전북_순창교육지원청,0.0
서울_본청,전북_고창교육지원청,0.0
서울_본청,전북_부안교육지원청,0.0
서울_본청,전남_본청,0.0
서울_본청,전남_목포교육지원청,0.0
서울_본청,전남_여수교육지원청,0.0
서울_본청,전남_순천교육지원청,0.0
서울_본청,전남_나주교육지원청,0.0
서울_본청,전남_광양교육지원청,0.0
서울_본청,전남_담양교육지원청,0.0
서울_본청,전남_곡성교육지원청,0.0
서울_본청,전남_구례교육지원청,0.0
서울_본청,전남_고흥교육지원청,0.0
서울_본청,전남_보성교육지원청,0.0
서울_본청,전남_화순교육지원청,0.0
서울_본청,전남_장흥교육지원청,0.0
서울_본청,전남_강진교육지원청,0.0
서울_본청,전남_해남교육지원청,0.0
서울_본청,전남_영암교육지원청,0.0
서울_본청,전남_무안교육지원청,0.0
서울_본청,전남_함평교육지원청,0.0
서울_본청,전남_영광교육지원청,0.0
서울_본청,전남_장성교육지원청,0.0
서울_본청,전남_완도교육지원청,0.0
서울_본청,전남_진도교육지원청,0.0
서울_본청,전남_신안교육지원청,0.0
서울_본청,경북_본청,0.0
서울_본청,경북_포항교육지원청,0.0
서울_본청,경북_경주교육지원청,0.0
서울_본청,경북_김천교육지원청,0.0
서울_본청,경북_안동교육지원청,0.0
서울_본청,경북_구미교육지원청,0.0
서울_본청,경북_영주교육지원청,0.0
서울_본청,경북_영천교육지원청,0.0
서울_본청,경북_상주교육지원청,0.0
서울_본청,경북_문경교육지원청,0.0
서울_본청,경북_경산교육지원청,0.0
서울_본청,경북_군위교육지원청,0.0
서울_본청,경북_의성교육지원청,0.0
서울_본청,경북_청송교육지원청,0.0
서울_본청,경북_영양교육지원청,0.0
서울_본청,경북_영덕교육지원청,0.0
서울_본청,경북_청도교육지원청,0.0
서울_본청,경북_고령교육지원청,0.0
서울_본청,경북_성주교육지원청,0.0
서울_본청,경북_칠곡교육지원청,0.0
서울_본청,경북_예천교육지원청,0.0
서울_본청,경북_봉화교육지원청,0.0
서울_본청,경북_울진교육지원청,0.0
서울_본청,경북_울릉교육지원청,0.0
서울_본청,경남_본청,0.0
서울_본청,경남_창원교육지원청,0.0
서울_본청,경남_진주교육지원청,0.0
서울_본청,경남_통영교육지원청,0.0
서울_본청,경남_사천교육지원청,0.0
서울_본청,경남_김해교육지원청,0.0
서울_본청,경남_밀양교육지원청,0.0
서울_본청,경남_거제교육지원청,0.0
서울_본청,경남_양산교육지원청,0.0
서울_본청,경남_의령교육지원청,0.0
서울_본청,경남_함안교육지원청,0.0
서울_본청,경남_창녕교육지원청,0.0
서울_본청,경남_고성교육지원청,0.0
서울_본청,경남_남해교육지원청,0.0
서울_본청,경남_하동교육지원청,0.0
서울_본청,경남_산청교육지원청,0.0
서울_본청,경남_함양교육지원청,0.0
서울_본청,경남_거창교육지원청,0.0
서울_본청,경남_합천교육지원청,0.0
서울_본청,제주_본청,0.0
서울_본청,제주_제주교육지원청,0.0
서울_본청,제주_서귀포교육지원청,0.0
서울_동부교육지원청,서울_본청,0.0
서울_동부교육지원청,서울_서부교육지원청,0.0
서울_동부교육지원청,서울_남부교육지원청,0.0
서울_동부교육지원청,서울_북부교육지원청,0.0
서울_동부교육지원청,서울_중부교육지원청,0.0
서울_동부교육지원청,서울_강동송파교육지원청,0.0
서울_동부교육지원청,서울_성동광진교육지원청,0.0
서울_동부교육지원청,서울_성북강북교육지원청,0.0
서울_동부교육지원청,서울_강남서초교육지원청,0.0
서울_동부교육지원청,서울_동작관악교육지원청,0.0
서울_동부교육지원청,서울_강서양천교육지원청,0.0
서울_동부교육지원청,부산_본청,0.0
서울_동부교육지원청,부산_서부교육지원청,0.0
서울_동부교육지원청,부산_남부교육지원청,0.0
서울_동부교육지원청,부산_북부교육지원청,0.0
서울_동부교육지원청,부산_동래교육지원청,0.0
서울_동부교육지원청,부산_해운대교육지원청,0.0
서울_동부교육지원청,대구_본청,0.0
서울_동부교육지원청,대구_동부교육지원청,0.0
서울_동부교육지원청,대구_서부교육지원청,0.0
서울_동부교육지원청,대구_남부교육지원청,0.0
서울_동부교육지원청,대구_달성교육지원청,0.0
서울_동부교육지원청,대구_군위교육지원청,0.0
서울_동부교육지원청,인천_본청,0.0
서울_동부교육지원청,인천_남부교육지원청,0.0
서울_동부교육지원청,인천_북부교육지원청,0.0
서울_동부교육지원청,인천_동부교육지원청,0.0
서울_동부교육지원청,인천_서부교육지원청,0.0
서울_동부교육지원청,인천_강화교육지원청,0.0
서울_동부교육지원청,광주_본청,0.0
서울_동부교육지원청,광주_동부교육지원청,0.0
서울_동부교육지원청,광주_서부교육지원청,0.0
서울_동부교육지원청,대전_본청,0.0
서울_동부교육지원청,대전_동부교육지원청,0.0
서울_동부교육지원청,대전_서부교육지원청,0.0
서울_동부교육지원청,울산_본청,0.0
서울_동부교육지원청,울산_강북교육지원청,0.0
서울_동부교육지원청,울산_강남교육지원청,0.0
서울_동부교육지원청,세종_본청,0.0
서울_동부교육지원청,경기_본청,0.0
서울_동부교육지원청,경기_수원교육지원청,0.0
서울_동부교육지원청,경기_성남교육지원청,0.0
서울_동부교육지원청,경기_의정부교육지원청,0.0
서울_동부교육지원청,경기_안양과천교육지원청,0.0
서울_동부교육지원청,경기_안산교육지원청,0.0
서울_동부교육지원청,경기_평택교육지원청,0.0
서울_동부교육지원청,경기_고양교육지원청,0.0
서울_동부교육지원청,경기_화성오산교육지원청,0.0
서울_동부교육지원청,경기_시흥교육지원청,0.0
서울_동부교육지원청,경기_군포의왕교육지원청,0.0
서울_동부교육지원청,경기_용인교육지원청,0.0
서울_동부교육지원청,경기_파주교육지원청,0.0
서울_동부교육지원청,경기_이천교육지원청,0.0
서울_동부교육지원청,경기_안성교육지원청,0.0
서울_동부교육지원청,경기_김포교육지원청,0.0
서울_동부교육지원청,경기_광주하남교육지원청,0.0
서울_동부교육지원청,경기_연천교육지원청,0.0
서울_동부교육지원청,경기_포천교육지원청,0.0
서울_동부교육지원청,경기_가평교육지원청,0.0
서울_동부교육지원청,경기_양평교육지원청,0.0
서울_동부교육지원청,경기_여주교육지원청,0.0
서울_동부교육지원청,경기_동두천양주교육지원청,0.0
서울_동부교육지원청,경기_구리남양주교육지원청,0.0
서울_동부교육지원청,경기_부천교육지원청,0.0
서울_동부교육지원청,경기_광명교육지원청,0.0
서울_동부교육지원청,강원_본청,0.0
서울_동부교육지원청,강원_춘천교육지원청,0.0
서울_동부교육지원청,강원_원주교육지원청,0.0
서울_동부교육지원청,강원_강릉교육지원청,0.0
서울_동부교육지원청,강원_속초양양교육지원청,0.0
서울_동부교육지원청,강원_삼척교육지원청,0.0
서울_동부교육지원청,강원_홍천교육지원청,0.0
서울_동부교육지원청,강원_횡성교육지원청,0.0
서울_동부교육지원청,강원_영월교육지원청,0.0
서울_동부교육지원청,강원_평창교육지원청,0.0
서울_동부교육지원청,강원_정선교육지원청,0.0
서울_동부교육지원청,강원_철원교육지원청,0.0
서울_동부교육지원청,강원_화천교육지원청,0.0
서울_동부교육지원청,강원_양구교육지원청,0.0
서울_동부교육지원청,강원_인제교육지원청,0.0
서울_동부교육지원청,강원_고성교육지원청,0.0
서울_동부교육지원청,강원_양양교육지원청,0.0
서울_동부교육지원청,강원_태백교육지원청,0.0
서울_동부교육지원청,충북_본청,0.0
서울_동부교육지원청,충북_청주교육지원청,0.0
서울_동부교육지원청,충북_충주교육지원청,0.0
서울_동부교육지원청,충북_제천교육지원청,0.0
서울_동부교육지원청,충북_보은교육지원청,0.0
서울_동부교육지원청,충북_옥천교육지원청,0.0
서울_동부교육지원청,충북_영동교육지원청,0.0
서울_동부교육지원청,충북_진천교육지원청,0.0
서울_동부교육지원청,충북_괴산증평교육지원청,0.0
서울_동부교육지원청,충북_음성교육지원청,0.0
서울_동부교육지원청,충북_단양교육지원청,0.0
서울_동부교육지원청,충남_본청,0.0
서울_동부교육지원청,충남_천안교육지원청,0.0
서울_동부교육지원청,충남_공주교육지원청,0.0
서울_동부교육지원청,충남_보령교육지원청,0.0
서울_동부교육지원청,충남_아산교육지원청,0.0
서울_동부교육지원청,충남_서산교육지원청,0.0
서울_동부교육지원청,충남_논산계룡교육지원청,0.0
서울_동부교육지원청,충남_당진교육지원청,0.0
서울_동부교육지원청,충남_금산교육지원청,0.0
서울_동부교육지원청,충남_부여교육지원청,0.0
서울_동부교육지원청,충남_서천교육지원청,0.0
서울_동부교육지원청,충남_청양교육지원청,0.0
서울_동부교육지원청,충남_홍성교육지원청,0.0
서울_동부교육지원청,충남_예산교육지원청,0.0
서울_동부교육지원청,충남_태안교육지원청,0.0
서울_동부교육지원청,전북_본청,0.0
서울_동부교육지원청,전북_전주교육지원청,0.0
서울_동부교육지원청,전북_군산교육지원청,0.0
서울_동부교육지원청,전북_익산교육지원청,0.0
서울_동부교육지원청,전북_정읍교육지원청,0.0
서울_동부교육지원청,전북_남원교육지원청,0.0
서울_동부교육지원청,전북_김제교육지원청,0.0
서울_동부교육지원청,전북_완주교육지원청,0.0
서울_동부교육지원청,전북_진안교육지원청,0.0
서울_동부교육지원청,전북_무주교육지원청,0.0
서울_동부교육지원청,전북_장수교육지원청,0.0
서울_동부교육지원청,전북_임실교육지원청,0.0
서울_동부교육지원청,전북_순창교육지원청,0.0
서울_동부교육지원청,전북_고창교육지원청,0.0
서울_동부교육지원청,전북_부안교육지원청,0.0
서울_동부교육지원청,전남_본청,0.0
서울_동부교육지원청,전남_목포교육지원청,0.0
서울_동부교육지원청,전남_여수교육지원청,0.0
서울_동부교육지원청,전남_순천교육지원청,0.0
서울_동부교육지원청,전남_나주교육지원청,0.0
서울_동부교육지원청,전남_광양교육지원청,0.0
서울_동부교육지원청,전남_담양교육지원청,0.0
서울_동부교육지원청,전남_곡성교육지원청,0.0
서울_동부교육지원청,전남_구례교육지원청,0.0
서울_동부교육지원청,전남_고흥교육지원청,0.0
서울_동부교육지원청,전남_보성교육지원청,0.0
서울_동부교육지원청,전남_화순교육지원청,0.0
서울_동부교육지원청,전남_장흥교육지원청,0.0
서울_동부교육지원청,전남_강진교육지원청,0.0
서울_동부교육지원청,전남_해남교육지원청,0.0
서울_동부교육지원청,전남_영암교육지원청,0.0
서울_동부교육지원청,전남_무안교육지원청,0.0
서울_동부교육지원청,전남_함평교육지원청,0.0
서울_동부교육지원청,전남_영광교육지원청,0.0
서울_동부교육지원청,전남_장성교육지원청,0.0
서울_동부교육지원청,전남_완도교육지원청,0.0
서울_동부교육지원청,전남_진도교육지원청,0.0
서울_동부교육지원청,전남_신안교육지원청,0.0
서울_동부교육지원청,경북_본청,0.0
서울_동부교육지원청,경북_포항교육지원청,0.0
서울_동부교육지원청,경북_경주교육지원청,0.0
서울_동부교육지원청,경북_김천교육지원청,0.0
서울_동부교육지원청,경북_안동교육지원청,0.0
서울_동부교육지원청,경북_구미교육지원청,0.0
서울_동부교육지원청,경북_영주교육지원청,0.0
서울_동부교육지원청,경북_영천교육지원청,0.0
서울_동부교육지원청,경북_상주교육지원청,0.0
서울_동부교육지원청,경북_문경교육지원청,0.0
서울_동부교육지원청,경북_경산교육지원청,0.0
서울_동부교육지원청,경북_군위교육지원청,0.0
서울_동부교육지원청,경북_의성교육지원청,0.0
서울_동부교육지원청,경북_청송교육지원청,0.0
서울_동부교육지원청,경북_영양교육지원청,0.0
서울_동부교육지원청,경북_영덕교육지원청,0.0
서울_동부교육지원청,경북_청도교육지원청,0.0
서울_동부교육지원청,경북_고령교육지원청,0.0
서울_동부교육지원청,경북_성주교육지원청,0.0
서울_동부교육지원청,경북_칠곡교육지원청,0.0
서울_동부교육지원청,경북_예천교육지원청,0.0
서울_동부교육지원청,경북_봉화교육지원청,0.0
서울_동부교육지원청,경북_울진교육지원청,0.0
서울_동부교육지원청,경북_울릉교육지원청,0.0
서울_동부교육지원청,경남_본청,0.0
서울_동부교육지원청,경남_창원교육지원청,0.0
서울_동부교육지원청,경남_진주교육지원청,0.0
서울_동부교육지원청,경남_통영교육지원청,0.0
서울_동부교육지원청,경남_사천교육지원청,0.0
서울_동부교육지원청,경남_김해교육지원청,0.0
서울_동부교육지원청,경남_밀양교육지원청,0.0
서울_동부교육지원청,경남_거제교육지원청,0.0
서울_동부교육지원청,경남_양산교육지원청,0.0
서울_동부교육지원청,경남_의령교육지원청,0.0
서울_동부교육지원청,경남_함안교육지원청,0.0
서울_동부교육지원청,경남_창녕교육지원청,0.0
서울_동부교육지원청,경남_고성교육지원청,0.0
서울_동부교육지원청,경남_남해교육지원청,0.0
서울_동부교육지원청,경남_하동교육지원청,0.0
서울_동부교육지원청,경남_산청교육지원청,0.0
서울_동부교육지원청,경남_함양교육지원청,0.0
서울_동부교육지원청,경남_거창교육지원청,0.0
서울_동부교육지원청,경남_합천교육지원청,0.0
서울_동부교육지원청,제주_본청,0.0
서울_동부교육지원청,제주_제주교육지원청,0.0
서울_동부교육지원청,제주_서귀포교육지원청,0.0
서울_서부교육지원청,서울_본청,0.0
서울_서부교육지원청,서울_동부교육지원청,0.0
서울_서부교육지원청,서울_남부교육지원청,0.0
서울_서부교육지원청,서울_북부교육지원청,0.0
서울_서부교육지원청,서울_중부교육지원청,0.0
서울_서부교육지원청,서울_강동송파교육지원청,0.0
서울_서부교육지원청,서울_성동광진교육지원청,0.0
서울_서부교육지원청,서울_성북강북교육지원청,0.0
서울_서부교육지원청,서울_강남서초교육지원청,0.0
서울_서부교육지원청,서울_동작관악교육지원청,0.0
서울_서부교육지원청,서울_강서양천교육지원청,0.0
서울_서부교육지원청,부산_본청,0.0
서울_서부교육지원청,부산_서부교육지원청,0.0
서울_서부교육지원청,부산_남부교육지원청,0.0
서울_서부교육지원청,부산_북부교육지원청,0.0
서울_서부교육지원청,부산_동래교육지원청,0.0
서울_서부교육지원청,부산_해운대교육지원청,0.0
서울_서부교육지원청,대구_본청,0.0
서울_서부교육지원청,대구_동부교육지원청,0.0
서울_서부교육지원청,대구_서부교육지원청,0.0
서울_서부교육지원청,대구_남부교육지원청,0.0
서울_서부교육지원청,대구_달성교육지원청,0.0
서울_서부교육지원청,대구_군위교육지원청,0.0
서울_서부교육지원청,인천_본청,0.0
서울_서부교육지원청,인천_남부교육지원청,0.0
서울_서부교육지원청,인천_북부교육지원청,0.0
서울_서부교육지원청,인천_동부교육지원청,0.0
서울_서부교육지원청,인천_서부교육지원청,0.0
서울_서부교육지원청,인천_강화교육지원청,0.0
서울_서부교육지원청,광주_본청,0.0
서울_서부교육지원청,광주_동부교육지원청,0.0
서울_서부교육지원청,광주_서부교육지원청,0.0
서울_서부교육지원청,대전_본청,0.0
서울_서부교육지원청,대전_동부교육지원청,0.0
서울_서부교육지원청,대전_서부교육지원청,0.0
서울_서부교육지원청,울산_본청,0.0
서울_서부교육지원청,울산_강북교육지원청,0.0
서울_서부교육지원청,울산_강남교육지원청,0.0
서울_서부교육지원청,세종_본청,0.0
서울_서부교육지원청,경기_본청,0.0
서울_서부교육지원청,경기_수원교육지원청,0.0
서울_서부교육지원청,경기_성남교육지원청,0.0
서울_서부교육지원청,경기_의정부교육지원청,0.0
서울_서부교육지원청,경기_안양과천교육지원청,0.0
서울_서부교육지원청,경기_안산교육지원청,0.0
서울_서부교육지원청,경기_평택교육지원청,0.0
서울_서부교육지원청,경기_고양교육지원청,0.0
서울_서부교육지원청,경기_화성오산교육지원청,0.0
서울_서부교육지원청,경기_시흥교육지원청,0.0
서울_서부교육지원청,경기_군포의왕교육지원청,0.0
서울_서부교육지원청,경기_용인교육지원청,0.0
서울_서부교육지원청,경기_파주교육지원청,0.0
서울_서부교육지원청,경기_이천교육지원청,0.0
서울_서부교육지원청,경기_안성교육지원청,0.0
서울_서부교육지원청,경기_김포교육지원청,0.0
서울_서부교육지원청,경기_광주하남교육지원청,0.0
서울_서부교육지원청,경기_연천교육지원청,0.0
서울_서부교육지원청,경기_포천교육지원청,0.0
서울_서부교육지원청,경기_가평교육지원청,0.0
서울_서부교육지원청,경기_양평교육지원청,0.0
서울_서부교육지원청,경기_여주교육지원청,0.0
서울_서부교육지원청,경기_동두천양주교육지원청,0.0
서울_서부교육지원청,경기_구리남양주교육지원청,0.0
서울_서부교육지원청,경기_부천교육지원청,0.0
서울_서부교육지원청,경기_광명교육지원청,0.0
서울_서부교육지원청,강원_본청,0.0
서울_서부교육지원청,강원_춘천교육지원청,0.0
서울_서부교육지원청,강원_원주교육지원청,0.0
서울_서부교육지원청,강원_강릉교육지원청,0.0
서울_서부교육지원청,강원_속초양양교육지원청,0.0
서울_서부교육지원청,강원_삼척교육지원청,0.0
서울_서부교육지원청,강원_홍천교육지원청,0.0
서울_서부교육지원청,강원_횡성교육지원청,0.0
서울_서부교육지원청,강원_영월교육지원청,0.0
서울_서부교육지원청,강원_평창교육지원청,0.0
서울_서부교육지원청,강원_정선교육지원청,0.0
서울_서부교육지원청,강원_철원교육지원청,0.0
서울_서부교육지원청,강원_화천교육지원청,0.0
서울_서부교육지원청,강원_양구교육지원청,0.0
서울_서부교육지원청,강원_인제교육지원청,0.0
서울_서부교육지원청,강원_고성교육지원청,0.0
서울_서부교육지원청,강원_양양교육지원청,0.0
서울_서부교육지원청,강원_태백교육지원청,0.0
서울_서부교육지원청,충북_본청,0.0
서울_서부교육지원청,충북_청주교육지원청,0.0
서울_서부교육지원청,충북_충주교육지원청,0.0
서울_서부교육지원청,충북_제천교육지원청,0.0
서울_서부교육지원청,충북_보은교육지원청,0.0
서울_서부교육지원청,충북_옥천교육지원청,0.0
서울_서부교육지원청,충북_영동교육지원청,0.0
서울_서부교육지원청,충북_진천교육지원청,0.0
서울_서부교육지원청,충북_괴산증평교육지원청,0.0
서울_서부교육지원청,충북_음성교육지원청,0.0
서울_서부교육지원청,충북_단양교육지원청,0.0
서울_서부교육지원청,충남_본청,0.0
서울_서부교육지원청,충남_천안교육지원청,0.0
서울_서부교육지원청,충남_공주교육지원청,0.0
서울_서부교육지원청,충남_보령교육지원청,0.0
서울_서부교육지원청,충남_아산교육지원청,0.0
서울_서부교육지원청,충남_서산교육지원청,0.0
서울_서부교육지원청,충남_논산계룡교육지원청,0.0
서울_서부교육지원청,충남_당진교육지원청,0.0
서울_서부교육지원청,충남_금산교육지원청,0.0
서울_서부교육지원청,충남_부여교육지원청,0.0
서울_서부교육지원청,충남_서천교육지원청,0.0
서울_서부교육지원청,충남_청양교육지원청,0.0
서울_서부교육지원청,충남_홍성교육지원청,0.0
서울_서부교육지원청,충남_예산교육지원청,0.0
서울_서부교육지원청,충남_태안교육지원청,0.0
서울_서부교육지원청,전북_본청,0.0
서울_서부교육지원청,전북_전주교육지원청,0.0
서울_서부교육지원청,전북_군산교육지원청,0.0
서울_서부교육지원청,전북_익산교육지원청,0.0
서울_서부교육지원청,전북_정읍교육지원청,0.0
서울_서부교육지원청,전북_남원교육지원청,0.0
서울_서부교육지원청,전북_김제교육지원청,0.0
서울_서부교육지원청,전북_완주교육지원청,0.0
서울_서부교육지원청,전북_진안교육지원청,0.0
서울_서부교육지원청,전북_무주교육지원청,0.0
서울_서부교육지원청,전북_장수교육지원청,0.0
서울_서부교육지원청,전북_임실교육지원청,0.0
서울_서부교육지원청,전북_순창교육지원청,0.0
서울_서부교육지원청,전북_고창교육지원청,0.0
서울_서부교육지원청,전북_부안교육지원청,0.0
서울_서부교육지원청,전남_본청,0.0
서울_서부교육지원청,전남_목포교육지원청,0.0
서울_서부교육지원청,전남_여수교육지원청,0.0
서울_서부교육지원청,전남_순천교육지원청,0.0
서울_서부교육지원청,전남_나주교육지원청,0.0
서울_서부교육지원청,전남_광양교육지원청,0.0
서울_서부교육지원청,전남_담양교육지원청,0.0
서울_서부교육지원청,전남_곡성교육지원청,0.0
서울_서부교육지원청,전남_구례교육지원청,0.0
서울_서부교육지원청,전남_고흥교육지원청,0.0
서울_서부교육지원청,전남_보성교육지원청,0.0
서울_서부교육지원청,전남_화순교육지원청,0.0
서울_서부교육지원청,전남_장흥교육지원청,0.0
서울_서부교육지원청,전남_강진교육지원청,0.0
서울_서부교육지원청,전남_해남교육지원청,0.0
서울_서부교육지원청,전남_영암교육지원청,0.0
서울_서부교육지원청,전남_무안교육지원청,0.0
서울_서부교육지원청,전남_함평교육지원청,0.0
서울_서부교육지원청,전남_영광교육지원청,0.0
서울_서부교육지원청,전남_장성교육지원청,0.0
서울_서부교육지원청,전남_완도교육지원청,0.0
서울_서부교육지원청,전남_진도교육지원청,0.0
서울_서부교육지원청,전남_신안교육지원청,0.0
서울_서부교육지원청,경북_본청,0.0
서울_서부교육지원청,경북_포항교육지원청,0.0
서울_서부교육지원청,경북_경주교육지원청,0.0
서울_서부교육지원청,경북_김천교육지원청,0.0
서울_서부교육지원청,경북_안동교육지원청,0.0
서울_서부교육지원청,경북_구미교육지원청,0.0
서울_서부교육지원청,경북_영주교육지원청,0.0
서울_서부교육지원청,경북_영천교육지원청,0.0
서울_서부교육지원청,경북_상주교육지원청,0.0
서울_서부교육지원청,경북_문경교육지원청,0.0
서울_서부교육지원청,경북_경산교육지원청,0.0
서울_서부교육지원청,경북_군위교육지원청,0.0
서울_서부교육지원청,경북_의성교육지원청,0.0
서울_서부교육지원청,경북_청송교육지원청,0.0
서울_서부교육지원청,경북_영양교육지원청,0.0
서울_서부교육지원청,경북_영덕교육지원청,0.0
서울_서부교육지원청,경북_청도교육지원청,0.0
서울_서부교육지원청,경북_고령교육지원청,0.0
서울_서부교육지원청,경북_성주교육지원청,0.0
서울_서부교육지원청,경북_칠곡교육지원청,0.0
서울_서부교육지원청,경북_예천교육지원청,0.0
서울_서부교육지원청,경북_봉화교육지원청,0.0
서울_서부교육지원청,경북_울진교육지원청,0.0
서울_서부교육지원청,경북_울릉교육지원청,0.0
서울_서부교육지원청,경남_본청,0.0
서울_서부교육지원청,경남_창원교육지원청,0.0
서울_서부교육지원청,경남_진주교육지원청,0.0
서울_서부교육지원청,경남_통영교육지원청,0.0
서울_서부교육지원청,경남_사천교육지원청,0.0
서울_서부교육지원청,경남_김해교육지원청,0.0
서울_서부교육지원청,경남_밀양교육지원청,0.0
서울_서부교육지원청,경남_거제교육지원청,0.0
서울_서부교육지원청,경남_양산교육지원청,0.0
서울_서부교육지원청,경남_의령교육지원청,0.0
서울_서부교육지원청,경남_함안교육지원청,0.0
서울_서부교육지원청,경남_창녕교육지원청,0.0
서울_서부교육지원청,경남_고성교육지원청,0.0
서울_서부교육지원청,경남_남해교육지원청,0.0
서울_서부교육지원청,경남_하동교육지원청,0.0
서울_서부교육지원청,경남_산청교육지원청,0.0
서울_서부교육지원청,경남_함양교육지원청,0.0
서울_서부교육지원청,경남_거창교육지원청,0.0
서울_서부교육지원청,경남_합천교육지원청,0.0
서울_서부교육지원청,제주_본청,0.0
